frame_num,frame_times,scope_pulse_idx,olf_pulse_idx,baseline_idx,peakresp_idx,trialtrace_idx
225,66.7793547,1,0,0,0,1
226,66.9443382,1,0,0,0,1
227,67.1093217,1,0,0,0,1
228,67.2733053,1,0,0,0,1
229,67.4382888,1,0,0,0,1
230,67.6032723,1,0,0,0,1
231,67.7682558,1,0,0,0,1
232,67.9332393,1,0,0,0,1
233,68.0982228,1,0,0,0,1
234,68.2632063,1,0,0,0,1
235,68.4281898,1,0,0,0,1
236,68.5931733,1,0,0,0,1
237,68.7581568,1,0,0,0,1
238,68.9231403,1,0,0,0,1
239,69.0881238,1,0,0,0,1
240,69.2531073,1,0,0,0,1
241,69.4180908,1,0,0,0,1
242,69.5820744,1,0,0,0,1
243,69.7470579,1,0,0,0,1
244,69.9120414,1,0,0,0,0
245,70.0770249,1,0,0,0,0
246,70.2420084,1,0,0,0,0
247,70.4069919,1,0,0,0,0
248,70.5719754,1,0,0,0,0
249,70.7369589,1,0,0,0,0
250,70.9019424,1,0,0,0,0
251,71.0669259,1,0,0,0,0
252,71.2319094,1,0,0,0,0
253,71.3968929,1,0,0,0,0
254,71.5618764,1,0,0,0,0
255,71.7268599,1,0,0,0,0
256,71.8908435,1,0,0,0,0
257,72.055827,1,0,0,0,0
258,72.2208105,1,0,0,0,0
259,72.385794,1,0,0,0,0
260,72.5507775,1,0,0,0,0
261,72.715761,1,0,0,0,0
262,72.8807445,1,0,0,0,0
263,73.045728,1,0,0,0,0
264,73.2107115,1,0,0,0,0
265,73.375695,1,0,0,0,0
266,73.5406785,1,0,0,0,0
267,73.705662,1,0,0,0,0
268,73.8706455,1,0,0,0,0
269,74.035629,1,0,0,0,0
270,74.1996126,1,0,0,0,0
271,74.3645961,1,0,0,0,0
272,74.5295796,1,0,0,0,0
273,74.6945631,1,0,0,0,0
274,74.8595466,1,0,0,0,0
275,75.0245301,1,0,0,0,0
276,75.1895136,1,0,0,0,0
277,75.3544971,1,0,0,0,0
278,75.5194806,1,0,0,0,0
279,75.6844641,1,0,0,0,0
280,75.8494476,1,0,0,0,0
281,76.0144311,1,0,0,0,0
282,76.1794146,1,0,0,0,0
283,76.3443981,1,0,0,0,0
284,76.5083817,1,0,0,0,0
285,76.6733652,1,0,0,0,0
286,76.8383487,1,0,0,0,0
287,77.0033322,1,0,0,0,0
288,77.1683157,1,0,0,0,0
289,77.3332992,1,0,0,0,0
290,77.4982827,1,0,0,0,0
291,77.6632662,1,0,0,0,0
292,77.8282497,1,0,0,0,0
293,77.9932332,1,0,0,0,0
294,78.1582167,1,0,0,0,0
295,78.3232002,1,0,0,0,0
296,78.4881837,1,0,0,0,0
297,78.6531672,1,0,0,0,0
298,78.8171508,1,0,0,0,0
299,78.9821343,1,0,0,0,0
300,79.1471178,1,0,0,0,0
301,79.3121013,1,0,0,0,0
302,79.4770848,1,0,0,0,0
303,79.6420683,1,0,0,0,0
304,79.8070518,1,0,0,0,0
305,79.9720353,1,0,0,0,0
306,80.1370188,1,0,0,0,0
307,80.3020023,1,0,0,0,0
308,80.4669858,1,0,0,0,0
309,80.6319693,1,0,0,0,0
310,80.7969528,1,0,0,0,0
311,80.9619363,1,0,0,0,0
312,81.1259199,1,0,0,0,0
313,81.2909034,1,0,0,0,0
314,81.4558869,1,0,0,0,0
315,81.6208704,1,0,0,0,0
316,81.7858539,1,0,0,0,0
317,81.9508374,1,0,0,0,0
318,82.1158209,1,0,0,0,0
319,82.2808044,1,0,0,0,0
320,82.4457879,1,0,0,0,0
321,82.6107714,1,0,0,0,0
322,82.7757549,1,0,0,0,0
323,82.9407384,1,0,0,0,0
324,83.1057219,1,0,0,0,0
325,83.2707054,1,0,0,0,0
326,83.434689,1,0,0,0,0
327,83.5996725,1,0,0,0,0
328,83.764656,1,0,0,0,0
329,83.9296395,1,0,0,0,0
330,84.094623,1,0,0,0,0
331,84.2596065,1,0,0,0,0
332,84.42459,1,0,0,0,0
333,84.5895735,1,0,0,0,0
334,84.754557,1,0,0,0,0
335,84.9195405,1,0,0,0,0
336,85.084524,1,0,0,0,0
337,85.2495075,1,0,0,0,0
338,85.414491,1,0,0,0,0
339,85.5794745,1,0,0,0,0
340,85.7434581,1,0,0,0,0
341,85.9084416,1,0,0,0,0
342,86.0734251,1,0,0,0,0
343,86.2384086,1,0,0,0,0
344,86.4033921,1,0,0,0,0
345,86.5683756,1,0,0,0,0
346,86.7333591,1,0,0,0,0
347,86.8983426,1,0,2,0,2
348,87.0633261,1,0,2,0,2
349,87.2283096,1,0,2,0,2
350,87.3932931,1,0,2,0,2
351,87.5582766,1,0,2,0,2
352,87.7232601,1,0,2,0,2
353,87.8882436,1,0,2,0,2
354,88.0522272,1,0,2,0,2
355,88.2172107,1,0,2,0,2
356,88.3821942,1,0,2,0,2
357,88.5471777,1,0,2,0,2
358,88.7121612,1,0,2,0,2
359,88.8771447,1,0,2,0,2
360,89.0421282,1,0,2,0,2
361,89.2071117,1,0,2,0,2
362,89.3720952,1,0,2,0,2
363,89.5370787,1,0,2,0,2
364,89.7020622,1,0,2,0,2
365,89.8670457,1,0,2,0,2
366,90.0320292,1,0,2,0,2
367,90.1970127,1,0,2,0,2
368,90.3609963,1,0,2,0,2
369,90.5259798,1,0,2,0,2
370,90.6909633,1,0,2,0,2
371,90.8559468,1,0,2,0,2
372,91.0209303,1,0,2,0,2
373,91.1859138,1,0,2,0,2
374,91.3508973,1,0,2,0,2
375,91.5158808,1,0,2,0,2
376,91.6808643,1,0,2,0,2
377,91.8458478,1,0,2,0,2
378,92.0108313,1,0,2,0,2
379,92.1758148,1,0,2,0,2
380,92.3407983,1,0,2,0,2
381,92.5057818,1,0,2,0,2
382,92.6697654,1,0,2,0,2
383,92.8347489,1,0,2,0,2
384,92.9997324,1,0,2,0,2
385,93.1647159,1,0,2,0,2
386,93.3296994,1,0,2,0,2
387,93.4946829,1,0,2,0,2
388,93.6596664,1,0,2,0,2
389,93.8246499,1,0,2,0,2
390,93.9896334,1,0,2,0,2
391,94.1546169,1,0,2,0,2
392,94.3196004,1,0,2,0,2
393,94.4845839,1,0,2,0,2
394,94.6495674,1,0,2,0,2
395,94.8145509,1,0,2,0,2
396,94.9785345,1,0,2,0,2
397,95.143518,1,0,2,0,2
398,95.3085015,1,0,2,0,2
399,95.473485,1,0,2,0,2
400,95.6384685,1,0,2,0,2
401,95.803452,1,0,2,0,2
402,95.9684355,1,0,2,0,2
403,96.133419,1,0,2,0,2
404,96.2984025,1,0,2,0,2
405,96.463386,1,0,2,0,2
406,96.6283695,1,0,2,0,2
407,96.793353,1,0,2,0,2
408,96.9583365,1,2,0,2,2
409,97.12332,1,2,0,2,2
410,97.2883035,1,2,0,2,2
411,97.4522871,1,2,0,2,2
412,97.6172706,1,2,0,2,2
413,97.7822541,1,2,0,2,2
414,97.9472376,1,2,0,2,2
415,98.1122211,1,2,0,2,2
416,98.2772046,1,2,0,2,2
417,98.4421881,1,2,0,2,2
418,98.6071716,1,2,0,2,2
419,98.7721551,1,2,0,2,2
420,98.9371386,1,0,0,2,2
421,99.1021221,1,0,0,2,2
422,99.2671056,1,0,0,2,2
423,99.4320891,1,0,0,2,2
424,99.5970726,1,0,0,2,2
425,99.7610562,1,0,0,2,2
426,99.9260397,1,0,0,2,2
427,100.0910232,1,0,0,2,2
428,100.2560067,1,0,0,2,2
429,100.4209902,1,0,0,2,2
430,100.5859737,1,0,0,2,2
431,100.7509572,1,0,0,2,2
432,100.9159407,1,0,0,2,2
433,101.0809242,1,0,0,2,2
434,101.2459077,1,0,0,2,2
435,101.4108912,1,0,0,2,2
436,101.5758747,1,0,0,2,2
437,101.7408582,1,0,0,2,2
438,101.9058417,1,0,0,0,2
439,102.0698253,1,0,0,0,2
440,102.2348088,1,0,0,0,2
441,102.3997923,1,0,0,0,2
442,102.5647758,1,0,0,0,2
443,102.7297593,1,0,0,0,2
444,102.8947428,1,0,0,0,2
445,103.0597263,1,0,0,0,2
446,103.2247098,1,0,0,0,2
447,103.3896933,1,0,0,0,2
448,103.5546768,1,0,0,0,2
449,103.7196603,1,0,0,0,2
450,103.8846438,1,0,0,0,2
451,104.0496273,1,0,0,0,2
452,104.2146108,1,0,0,0,2
453,104.3785944,1,0,0,0,2
454,104.5435779,1,0,0,0,2
455,104.7085614,1,0,0,0,2
456,104.8735449,1,0,0,0,2
457,105.0385284,1,0,0,0,2
458,105.2035119,1,0,0,0,2
459,105.3684954,1,0,0,0,2
460,105.5334789,1,0,0,0,2
461,105.6984624,1,0,0,0,2
462,105.8634459,1,0,0,0,2
463,106.0284294,1,0,0,0,2
464,106.1934129,1,0,0,0,2
465,106.3583964,1,0,0,0,2
466,106.5233799,1,0,0,0,2
467,106.6873635,1,0,0,0,2
468,106.852347,1,0,0,0,2
469,107.0173305,1,0,0,0,2
470,107.182314,1,0,0,0,2
471,107.3472975,1,0,0,0,2
472,107.512281,1,0,0,0,2
473,107.6772645,1,0,0,0,2
474,107.842248,1,0,0,0,2
475,108.0072315,1,0,0,0,2
476,108.172215,1,0,0,0,2
477,108.3371985,1,0,0,0,2
478,108.502182,1,0,0,0,2
479,108.6671655,1,0,0,0,2
480,108.832149,1,0,0,0,2
481,108.9961326,1,0,0,0,2
482,109.1611161,1,0,0,0,2
483,109.3260996,1,0,0,0,2
484,109.4910831,1,0,0,0,2
485,109.6560666,1,0,0,0,2
486,109.8210501,1,0,0,0,2
487,109.9860336,1,0,0,0,2
488,110.1510171,1,0,0,0,2
489,110.3160006,1,0,0,0,2
490,110.4809841,1,0,0,0,2
491,110.6459676,1,0,0,0,2
492,110.8109511,1,0,0,0,2
493,110.9759346,1,0,0,0,2
494,111.1409181,1,0,0,0,2
495,111.3059016,1,0,0,0,2
496,111.4698852,1,0,0,0,2
497,111.6348687,1,0,0,0,2
498,111.7998522,1,0,0,0,2
499,111.9648357,1,0,0,0,2
500,112.1298192,1,0,0,0,2
501,112.2948027,1,0,0,0,2
502,112.4597862,1,0,0,0,2
503,112.6247697,1,0,0,0,2
504,112.7897532,1,0,0,0,2
505,112.9547367,1,0,0,0,2
506,113.1197202,1,0,0,0,2
507,113.2847037,1,0,0,0,2
508,113.4496872,1,0,0,0,2
509,113.6146707,1,0,0,0,2
510,113.7786543,1,0,0,0,2
511,113.9436378,1,0,0,0,2
512,114.1086213,1,0,0,0,2
513,114.2736048,1,0,0,0,2
514,114.4385883,1,0,0,0,2
515,114.6035718,1,0,0,0,2
516,114.7685553,1,0,0,0,2
517,114.9335388,1,0,0,0,2
518,115.0985223,1,0,0,0,2
519,115.2635058,1,0,0,0,2
520,115.4284893,1,0,0,0,2
521,115.5934728,1,0,0,0,2
522,115.7584563,1,0,0,0,2
523,115.9234398,1,0,0,0,2
524,116.0874234,1,0,0,0,2
525,116.2524069,1,0,0,0,2
526,116.4173904,1,0,0,0,2
527,116.5823739,1,0,0,0,2
528,116.7473574,1,0,0,0,2
529,116.9123409,1,0,0,0,0
530,117.0773244,1,0,0,0,0
531,117.2423079,1,0,0,0,0
532,117.4072914,1,0,0,0,0
533,117.5722749,1,0,0,0,0
534,117.7372584,1,0,0,0,0
535,117.9022419,1,0,0,0,0
536,118.0672254,1,0,0,0,0
537,118.2322089,1,0,0,0,0
538,118.3961925,1,0,0,0,0
539,118.561176,1,0,0,0,0
540,118.7261595,1,0,0,0,0
541,118.891143,1,0,0,0,0
542,119.0561265,1,0,0,0,0
543,119.22111,1,0,0,0,0
544,119.3860935,1,0,0,0,0
545,119.551077,1,0,0,0,0
546,119.7160605,1,0,0,0,0
547,119.881044,1,0,0,0,0
548,120.0460275,1,0,0,0,0
549,120.211011,1,0,0,0,0
550,120.3759945,1,0,0,0,0
551,120.540978,1,0,0,0,0
552,120.7049616,1,0,0,0,0
553,120.8699451,1,0,0,0,0
554,121.0349286,1,0,0,0,0
555,121.1999121,1,0,0,0,0
556,121.3648956,1,0,0,0,0
557,121.5298791,1,0,0,0,0
558,121.6948626,1,0,0,0,0
559,121.8598461,1,0,0,0,0
560,122.0248296,1,0,0,0,0
561,122.1898131,1,0,0,0,0
562,122.3547966,1,0,0,0,0
563,122.5197801,1,0,0,0,0
564,122.6847636,1,0,0,0,0
565,122.8497471,1,0,0,0,0
566,123.0147306,1,0,0,0,0
567,123.1787142,1,0,0,0,0
568,123.3436977,1,0,0,0,0
569,123.5086812,1,0,0,0,0
570,123.6736647,1,0,0,0,0
571,123.8386482,1,0,0,0,0
572,124.0036317,1,0,0,0,0
573,124.1686152,1,0,0,0,0
574,124.3335987,1,0,0,0,0
575,124.4985822,1,0,0,0,0
576,124.6635657,1,0,0,0,0
577,124.8285492,1,0,0,0,0
578,124.9935327,1,0,0,0,0
579,125.1585162,1,0,0,0,0
580,125.3234997,1,0,0,0,0
581,125.4874833,1,0,0,0,0
582,125.6524668,1,0,0,0,0
583,125.8174503,1,0,0,0,0
584,125.9824338,1,0,0,0,0
585,126.1474173,1,0,0,0,0
586,126.3124008,1,0,0,0,0
587,126.4773843,1,0,0,0,0
588,126.6423678,1,0,0,0,0
589,126.8073513,1,0,0,0,0
590,126.9723348,1,0,0,0,0
591,127.1373183,1,0,0,0,0
592,127.3023018,1,0,0,0,0
593,127.4672853,1,0,0,0,0
594,127.6322688,1,0,0,0,0
595,127.7962524,1,0,0,0,0
596,127.9612359,1,0,0,0,0
597,128.1262194,1,0,0,0,0
598,128.2912029,1,0,0,0,0
599,128.4561864,1,0,0,0,0
600,128.6211699,1,0,0,0,0
601,128.7861534,1,0,0,0,0
602,128.9511369,1,0,0,0,0
603,129.1161204,1,0,0,0,0
604,129.2811039,1,0,0,0,0
605,129.4460874,1,0,0,0,0
606,129.6110709,1,0,0,0,0
607,129.7760544,1,0,0,0,0
608,129.9410379,1,0,0,0,0
609,130.1060214,1,0,0,0,0
610,130.270005,1,0,0,0,0
611,130.4349885,1,0,0,0,0
612,130.599972,1,0,0,0,0
613,130.7649555,1,0,0,0,0
614,130.929939,1,0,0,0,0
615,131.0949225,1,0,0,0,0
616,131.259906,1,0,0,0,0
617,131.4248895,1,0,0,0,0
618,131.589873,1,0,0,0,0
619,131.7548565,1,0,0,0,0
620,131.91984,1,0,0,0,0
621,132.0848235,1,0,0,0,0
622,132.249807,1,0,0,0,0
623,132.4147905,1,0,0,0,0
624,132.5787741,1,0,0,0,0
625,132.7437576,1,0,0,0,0
626,132.9087411,1,0,0,0,0
627,133.0737246,1,0,0,0,0
628,133.2387081,1,0,0,0,0
629,133.4036916,1,0,0,0,0
630,133.5686751,1,0,0,0,0
631,133.7336586,1,0,0,0,0
632,133.8986421,1,0,3,0,3
633,134.0636256,1,0,3,0,3
634,134.2286091,1,0,3,0,3
635,134.3935926,1,0,3,0,3
636,134.5585761,1,0,3,0,3
637,134.7235596,1,0,3,0,3
638,134.8875432,1,0,3,0,3
639,135.0525267,1,0,3,0,3
640,135.2175102,1,0,3,0,3
641,135.3824937,1,0,3,0,3
642,135.5474772,1,0,3,0,3
643,135.7124607,1,0,3,0,3
644,135.8774442,1,0,3,0,3
645,136.0424277,1,0,3,0,3
646,136.2074112,1,0,3,0,3
647,136.3723947,1,0,3,0,3
648,136.5373782,1,0,3,0,3
649,136.7023617,1,0,3,0,3
650,136.8673452,1,0,3,0,3
651,137.0323287,1,0,3,0,3
652,137.1963123,1,0,3,0,3
653,137.3612958,1,0,3,0,3
654,137.5262793,1,0,3,0,3
655,137.6912628,1,0,3,0,3
656,137.8562463,1,0,3,0,3
657,138.0212298,1,0,3,0,3
658,138.1862133,1,0,3,0,3
659,138.3511968,1,0,3,0,3
660,138.5161803,1,0,3,0,3
661,138.6811638,1,0,3,0,3
662,138.8461473,1,0,3,0,3
663,139.0111308,1,0,3,0,3
664,139.1761143,1,0,3,0,3
665,139.3410978,1,0,3,0,3
666,139.5060813,1,0,3,0,3
667,139.6700649,1,0,3,0,3
668,139.8350484,1,0,3,0,3
669,140.0000319,1,0,3,0,3
670,140.1650154,1,0,3,0,3
671,140.3299989,1,0,3,0,3
672,140.4949824,1,0,3,0,3
673,140.6599659,1,0,3,0,3
674,140.8249494,1,0,3,0,3
675,140.9899329,1,0,3,0,3
676,141.1549164,1,0,3,0,3
677,141.3198999,1,0,3,0,3
678,141.4848834,1,0,3,0,3
679,141.6498669,1,0,3,0,3
680,141.8148504,1,0,3,0,3
681,141.978834,1,0,3,0,3
682,142.1438175,1,0,3,0,3
683,142.308801,1,0,3,0,3
684,142.4737845,1,0,3,0,3
685,142.638768,1,0,3,0,3
686,142.8037515,1,0,3,0,3
687,142.968735,1,0,3,0,3
688,143.1337185,1,0,3,0,3
689,143.298702,1,0,3,0,3
690,143.4636855,1,0,3,0,3
691,143.628669,1,0,3,0,3
692,143.7936525,1,3,0,3,3
693,143.958636,1,3,0,3,3
694,144.1236195,1,3,0,3,3
695,144.2876031,1,3,0,3,3
696,144.4525866,1,3,0,3,3
697,144.6175701,1,3,0,3,3
698,144.7825536,1,3,0,3,3
699,144.9475371,1,3,0,3,3
700,145.1125206,1,3,0,3,3
701,145.2775041,1,3,0,3,3
702,145.4424876,1,3,0,3,3
703,145.6074711,1,3,0,3,3
704,145.7724546,1,0,0,3,3
705,145.9374381,1,0,0,3,3
706,146.1024216,1,0,0,3,3
707,146.2674051,1,0,0,3,3
708,146.4323886,1,0,0,3,3
709,146.5973721,1,0,0,3,3
710,146.7613557,1,0,0,3,3
711,146.9263392,1,0,0,3,3
712,147.0913227,1,0,0,3,3
713,147.2563062,1,0,0,3,3
714,147.4212897,1,0,0,3,3
715,147.5862732,1,0,0,3,3
716,147.7512567,1,0,0,3,3
717,147.9162402,1,0,0,3,3
718,148.0812237,1,0,0,3,3
719,148.2462072,1,0,0,3,3
720,148.4111907,1,0,0,3,3
721,148.5761742,1,0,0,3,3
722,148.7411577,1,0,0,3,3
723,148.9061412,1,0,0,0,3
724,149.0701248,1,0,0,0,3
725,149.2351083,1,0,0,0,3
726,149.4000918,1,0,0,0,3
727,149.5650753,1,0,0,0,3
728,149.7300588,1,0,0,0,3
729,149.8950423,1,0,0,0,3
730,150.0600258,1,0,0,0,3
731,150.2250093,1,0,0,0,3
732,150.3899928,1,0,0,0,3
733,150.5549763,1,0,0,0,3
734,150.7199598,1,0,0,0,3
735,150.8849433,1,0,0,0,3
736,151.0499268,1,0,0,0,3
737,151.2149103,1,0,0,0,3
738,151.3788939,1,0,0,0,3
739,151.5438774,1,0,0,0,3
740,151.7088609,1,0,0,0,3
741,151.8738444,1,0,0,0,3
742,152.0388279,1,0,0,0,3
743,152.2038114,1,0,0,0,3
744,152.3687949,1,0,0,0,3
745,152.5337784,1,0,0,0,3
746,152.6987619,1,0,0,0,3
747,152.8637454,1,0,0,0,3
748,153.0287289,1,0,0,0,3
749,153.1937124,1,0,0,0,3
750,153.3586959,1,0,0,0,3
751,153.5236794,1,0,0,0,3
752,153.6886629,1,0,0,0,3
753,153.8526465,1,0,0,0,3
754,154.01763,1,0,0,0,3
755,154.1826135,1,0,0,0,3
756,154.347597,1,0,0,0,3
757,154.5125805,1,0,0,0,3
758,154.677564,1,0,0,0,3
759,154.8425475,1,0,0,0,3
760,155.007531,1,0,0,0,3
761,155.1725145,1,0,0,0,3
762,155.337498,1,0,0,0,3
763,155.5024815,1,0,0,0,3
764,155.667465,1,0,0,0,3
765,155.8324485,1,0,0,0,3
766,155.997432,1,0,0,0,3
767,156.1614156,1,0,0,0,3
768,156.3263991,1,0,0,0,3
769,156.4913826,1,0,0,0,3
770,156.6563661,1,0,0,0,3
771,156.8213496,1,0,0,0,3
772,156.9863331,1,0,0,0,3
773,157.1513166,1,0,0,0,3
774,157.3163001,1,0,0,0,3
775,157.4812836,1,0,0,0,3
776,157.6462671,1,0,0,0,3
