hind1,hind2,hpair_ind
67,38,3471
68,38,3472
69,38,3473
70,38,3474
71,38,3475
72,38,3476
73,38,3477
74,38,3478
75,38,3479
76,38,3480
77,38,3481
78,38,3482
79,38,3483
80,38,3484
81,38,3485
82,38,3486
83,38,3487
84,38,3488
85,38,3489
86,38,3490
87,38,3491
88,38,3492
89,38,3493
90,38,3494
91,38,3495
92,38,3496
93,38,3497
94,38,3498
95,38,3499
96,38,3500
97,38,3501
98,38,3502
99,38,3503
100,38,3504
101,38,3505
102,38,3506
103,38,3507
104,38,3508
105,38,3509
106,38,3510
107,38,3511
108,38,3512
109,38,3513
110,38,3514
111,38,3515
1,39,39
2,39,149
3,39,258
4,39,366
5,39,473
6,39,579
7,39,684
8,39,788
9,39,891
10,39,993
11,39,1094
12,39,1194
13,39,1293
14,39,1391
15,39,1488
16,39,1584
17,39,1679
18,39,1773
19,39,1866
20,39,1958
21,39,2049
22,39,2139
23,39,2228
24,39,2316
25,39,2403
26,39,2489
27,39,2574
28,39,2658
29,39,2741
30,39,2823
31,39,2904
32,39,2984
33,39,3063
34,39,3141
35,39,3218
36,39,3294
37,39,3369
38,39,3443
39,39,3516
40,39,3517
41,39,3518
42,39,3519
43,39,3520
44,39,3521
45,39,3522
46,39,3523
47,39,3524
48,39,3525
49,39,3526
50,39,3527
51,39,3528
52,39,3529
53,39,3530
54,39,3531
55,39,3532
56,39,3533
57,39,3534
58,39,3535
59,39,3536
60,39,3537
61,39,3538
62,39,3539
63,39,3540
64,39,3541
65,39,3542
66,39,3543
67,39,3544
68,39,3545
69,39,3546
70,39,3547
71,39,3548
72,39,3549
73,39,3550
74,39,3551
75,39,3552
76,39,3553
77,39,3554
78,39,3555
79,39,3556
80,39,3557
81,39,3558
82,39,3559
83,39,3560
84,39,3561
85,39,3562
86,39,3563
87,39,3564
88,39,3565
89,39,3566
90,39,3567
91,39,3568
92,39,3569
93,39,3570
94,39,3571
95,39,3572
96,39,3573
97,39,3574
98,39,3575
99,39,3576
100,39,3577
101,39,3578
102,39,3579
103,39,3580
104,39,3581
105,39,3582
106,39,3583
107,39,3584
108,39,3585
109,39,3586
110,39,3587
111,39,3588
1,40,40
2,40,150
3,40,259
4,40,367
5,40,474
6,40,580
7,40,685
8,40,789
9,40,892
10,40,994
11,40,1095
12,40,1195
13,40,1294
14,40,1392
15,40,1489
16,40,1585
17,40,1680
18,40,1774
19,40,1867
20,40,1959
21,40,2050
22,40,2140
23,40,2229
24,40,2317
25,40,2404
26,40,2490
27,40,2575
28,40,2659
29,40,2742
30,40,2824
31,40,2905
32,40,2985
33,40,3064
34,40,3142
35,40,3219
36,40,3295
37,40,3370
38,40,3444
39,40,3517
40,40,3589
41,40,3590
42,40,3591
43,40,3592
44,40,3593
45,40,3594
46,40,3595
47,40,3596
48,40,3597
49,40,3598
50,40,3599
51,40,3600
52,40,3601
53,40,3602
54,40,3603
55,40,3604
56,40,3605
57,40,3606
58,40,3607
59,40,3608
60,40,3609
61,40,3610
62,40,3611
63,40,3612
64,40,3613
65,40,3614
66,40,3615
67,40,3616
68,40,3617
69,40,3618
70,40,3619
71,40,3620
72,40,3621
73,40,3622
74,40,3623
75,40,3624
76,40,3625
77,40,3626
78,40,3627
79,40,3628
80,40,3629
81,40,3630
82,40,3631
83,40,3632
84,40,3633
85,40,3634
86,40,3635
87,40,3636
88,40,3637
89,40,3638
90,40,3639
91,40,3640
92,40,3641
93,40,3642
94,40,3643
95,40,3644
96,40,3645
97,40,3646
98,40,3647
99,40,3648
100,40,3649
101,40,3650
102,40,3651
103,40,3652
104,40,3653
105,40,3654
106,40,3655
107,40,3656
108,40,3657
109,40,3658
110,40,3659
111,40,3660
1,41,41
2,41,151
3,41,260
4,41,368
5,41,475
6,41,581
7,41,686
8,41,790
9,41,893
10,41,995
11,41,1096
12,41,1196
13,41,1295
14,41,1393
15,41,1490
16,41,1586
17,41,1681
18,41,1775
19,41,1868
20,41,1960
21,41,2051
22,41,2141
23,41,2230
24,41,2318
25,41,2405
26,41,2491
27,41,2576
28,41,2660
29,41,2743
30,41,2825
31,41,2906
32,41,2986
33,41,3065
34,41,3143
35,41,3220
36,41,3296
37,41,3371
38,41,3445
39,41,3518
40,41,3590
41,41,3661
42,41,3662
43,41,3663
44,41,3664
45,41,3665
46,41,3666
47,41,3667
48,41,3668
49,41,3669
50,41,3670
51,41,3671
52,41,3672
53,41,3673
54,41,3674
55,41,3675
56,41,3676
57,41,3677
58,41,3678
59,41,3679
60,41,3680
61,41,3681
62,41,3682
63,41,3683
64,41,3684
65,41,3685
66,41,3686
67,41,3687
68,41,3688
69,41,3689
70,41,3690
71,41,3691
72,41,3692
73,41,3693
74,41,3694
75,41,3695
76,41,3696
77,41,3697
78,41,3698
79,41,3699
80,41,3700
81,41,3701
82,41,3702
83,41,3703
84,41,3704
85,41,3705
86,41,3706
87,41,3707
88,41,3708
89,41,3709
90,41,3710
91,41,3711
92,41,3712
93,41,3713
94,41,3714
95,41,3715
96,41,3716
97,41,3717
98,41,3718
99,41,3719
100,41,3720
101,41,3721
102,41,3722
103,41,3723
104,41,3724
105,41,3725
106,41,3726
107,41,3727
108,41,3728
109,41,3729
110,41,3730
111,41,3731
1,42,42
2,42,152
3,42,261
4,42,369
5,42,476
6,42,582
7,42,687
8,42,791
9,42,894
10,42,996
11,42,1097
12,42,1197
13,42,1296
14,42,1394
15,42,1491
16,42,1587
17,42,1682
18,42,1776
19,42,1869
20,42,1961
21,42,2052
22,42,2142
23,42,2231
24,42,2319
25,42,2406
26,42,2492
27,42,2577
28,42,2661
29,42,2744
30,42,2826
31,42,2907
32,42,2987
33,42,3066
34,42,3144
35,42,3221
36,42,3297
37,42,3372
38,42,3446
39,42,3519
40,42,3591
41,42,3662
42,42,3732
43,42,3733
44,42,3734
45,42,3735
46,42,3736
47,42,3737
48,42,3738
49,42,3739
50,42,3740
51,42,3741
52,42,3742
53,42,3743
54,42,3744
55,42,3745
56,42,3746
57,42,3747
58,42,3748
59,42,3749
60,42,3750
61,42,3751
62,42,3752
63,42,3753
64,42,3754
65,42,3755
66,42,3756
67,42,3757
68,42,3758
69,42,3759
70,42,3760
71,42,3761
72,42,3762
73,42,3763
74,42,3764
75,42,3765
76,42,3766
77,42,3767
78,42,3768
79,42,3769
80,42,3770
81,42,3771
82,42,3772
83,42,3773
84,42,3774
85,42,3775
86,42,3776
87,42,3777
88,42,3778
89,42,3779
90,42,3780
91,42,3781
92,42,3782
93,42,3783
94,42,3784
95,42,3785
96,42,3786
97,42,3787
98,42,3788
99,42,3789
100,42,3790
101,42,3791
102,42,3792
103,42,3793
104,42,3794
105,42,3795
106,42,3796
107,42,3797
108,42,3798
109,42,3799
110,42,3800
111,42,3801
1,43,43
2,43,153
3,43,262
4,43,370
5,43,477
6,43,583
7,43,688
8,43,792
9,43,895
10,43,997
11,43,1098
12,43,1198
13,43,1297
14,43,1395
15,43,1492
16,43,1588
17,43,1683
18,43,1777
19,43,1870
20,43,1962
21,43,2053
22,43,2143
23,43,2232
24,43,2320
25,43,2407
26,43,2493
27,43,2578
28,43,2662
29,43,2745
30,43,2827
31,43,2908
32,43,2988
33,43,3067
34,43,3145
35,43,3222
36,43,3298
37,43,3373
38,43,3447
39,43,3520
40,43,3592
41,43,3663
42,43,3733
43,43,3802
44,43,3803
45,43,3804
46,43,3805
47,43,3806
48,43,3807
49,43,3808
50,43,3809
51,43,3810
52,43,3811
53,43,3812
54,43,3813
55,43,3814
56,43,3815
57,43,3816
58,43,3817
59,43,3818
60,43,3819
61,43,3820
62,43,3821
63,43,3822
64,43,3823
65,43,3824
66,43,3825
67,43,3826
68,43,3827
69,43,3828
70,43,3829
71,43,3830
72,43,3831
73,43,3832
74,43,3833
75,43,3834
76,43,3835
77,43,3836
78,43,3837
79,43,3838
80,43,3839
81,43,3840
82,43,3841
83,43,3842
84,43,3843
85,43,3844
86,43,3845
87,43,3846
88,43,3847
89,43,3848
90,43,3849
91,43,3850
92,43,3851
93,43,3852
94,43,3853
95,43,3854
96,43,3855
97,43,3856
98,43,3857
99,43,3858
100,43,3859
101,43,3860
102,43,3861
103,43,3862
104,43,3863
105,43,3864
106,43,3865
107,43,3866
108,43,3867
109,43,3868
110,43,3869
111,43,3870
1,44,44
2,44,154
3,44,263
4,44,371
5,44,478
6,44,584
7,44,689
8,44,793
9,44,896
10,44,998
11,44,1099
12,44,1199
13,44,1298
14,44,1396
15,44,1493
16,44,1589
17,44,1684
18,44,1778
19,44,1871
20,44,1963
21,44,2054
22,44,2144
23,44,2233
24,44,2321
25,44,2408
26,44,2494
27,44,2579
28,44,2663
29,44,2746
30,44,2828
31,44,2909
32,44,2989
33,44,3068
34,44,3146
35,44,3223
36,44,3299
37,44,3374
38,44,3448
39,44,3521
40,44,3593
41,44,3664
42,44,3734
43,44,3803
44,44,3871
45,44,3872
46,44,3873
47,44,3874
48,44,3875
49,44,3876
50,44,3877
51,44,3878
52,44,3879
53,44,3880
54,44,3881
55,44,3882
56,44,3883
57,44,3884
58,44,3885
59,44,3886
60,44,3887
61,44,3888
62,44,3889
63,44,3890
64,44,3891
65,44,3892
66,44,3893
67,44,3894
68,44,3895
69,44,3896
70,44,3897
71,44,3898
72,44,3899
73,44,3900
74,44,3901
75,44,3902
76,44,3903
77,44,3904
78,44,3905
79,44,3906
80,44,3907
81,44,3908
82,44,3909
83,44,3910
84,44,3911
85,44,3912
86,44,3913
87,44,3914
88,44,3915
89,44,3916
90,44,3917
91,44,3918
92,44,3919
93,44,3920
94,44,3921
95,44,3922
96,44,3923
97,44,3924
98,44,3925
99,44,3926
100,44,3927
101,44,3928
102,44,3929
103,44,3930
104,44,3931
105,44,3932
106,44,3933
107,44,3934
108,44,3935
109,44,3936
110,44,3937
111,44,3938
1,45,45
2,45,155
3,45,264
4,45,372
5,45,479
6,45,585
7,45,690
8,45,794
9,45,897
10,45,999
11,45,1100
12,45,1200
13,45,1299
14,45,1397
15,45,1494
16,45,1590
17,45,1685
18,45,1779
19,45,1872
20,45,1964
21,45,2055
22,45,2145
23,45,2234
24,45,2322
25,45,2409
26,45,2495
27,45,2580
28,45,2664
29,45,2747
30,45,2829
31,45,2910
32,45,2990
33,45,3069
34,45,3147
35,45,3224
36,45,3300
37,45,3375
38,45,3449
39,45,3522
40,45,3594
41,45,3665
42,45,3735
43,45,3804
44,45,3872
45,45,3939
46,45,3940
47,45,3941
48,45,3942
49,45,3943
50,45,3944
51,45,3945
52,45,3946
53,45,3947
54,45,3948
55,45,3949
56,45,3950
57,45,3951
58,45,3952
59,45,3953
60,45,3954
61,45,3955
62,45,3956
63,45,3957
64,45,3958
65,45,3959
66,45,3960
67,45,3961
68,45,3962
69,45,3963
70,45,3964
71,45,3965
72,45,3966
73,45,3967
74,45,3968
75,45,3969
76,45,3970
77,45,3971
78,45,3972
79,45,3973
80,45,3974
81,45,3975
82,45,3976
83,45,3977
84,45,3978
85,45,3979
86,45,3980
87,45,3981
88,45,3982
89,45,3983
90,45,3984
91,45,3985
92,45,3986
93,45,3987
94,45,3988
95,45,3989
96,45,3990
97,45,3991
98,45,3992
99,45,3993
100,45,3994
101,45,3995
102,45,3996
103,45,3997
104,45,3998
105,45,3999
106,45,4000
107,45,4001
108,45,4002
109,45,4003
110,45,4004
111,45,4005
1,46,46
2,46,156
3,46,265
4,46,373
5,46,480
6,46,586
7,46,691
8,46,795
9,46,898
10,46,1000
11,46,1101
12,46,1201
13,46,1300
14,46,1398
15,46,1495
16,46,1591
17,46,1686
18,46,1780
19,46,1873
20,46,1965
21,46,2056
22,46,2146
23,46,2235
24,46,2323
25,46,2410
26,46,2496
27,46,2581
28,46,2665
29,46,2748
30,46,2830
31,46,2911
32,46,2991
33,46,3070
34,46,3148
35,46,3225
36,46,3301
37,46,3376
38,46,3450
39,46,3523
40,46,3595
41,46,3666
42,46,3736
43,46,3805
44,46,3873
45,46,3940
46,46,4006
47,46,4007
48,46,4008
49,46,4009
50,46,4010
51,46,4011
52,46,4012
53,46,4013
54,46,4014
55,46,4015
56,46,4016
57,46,4017
58,46,4018
59,46,4019
60,46,4020
61,46,4021
62,46,4022
63,46,4023
64,46,4024
65,46,4025
66,46,4026
67,46,4027
68,46,4028
69,46,4029
70,46,4030
71,46,4031
72,46,4032
73,46,4033
74,46,4034
75,46,4035
76,46,4036
77,46,4037
78,46,4038
79,46,4039
80,46,4040
81,46,4041
82,46,4042
83,46,4043
84,46,4044
85,46,4045
86,46,4046
87,46,4047
88,46,4048
89,46,4049
90,46,4050
91,46,4051
92,46,4052
93,46,4053
94,46,4054
95,46,4055
96,46,4056
97,46,4057
98,46,4058
99,46,4059
100,46,4060
101,46,4061
102,46,4062
103,46,4063
104,46,4064
105,46,4065
106,46,4066
107,46,4067
108,46,4068
109,46,4069
110,46,4070
111,46,4071
1,47,47
2,47,157
3,47,266
4,47,374
5,47,481
6,47,587
7,47,692
8,47,796
9,47,899
10,47,1001
11,47,1102
12,47,1202
13,47,1301
14,47,1399
15,47,1496
16,47,1592
17,47,1687
18,47,1781
19,47,1874
20,47,1966
21,47,2057
22,47,2147
23,47,2236
24,47,2324
25,47,2411
26,47,2497
27,47,2582
28,47,2666
29,47,2749
30,47,2831
31,47,2912
32,47,2992
33,47,3071
34,47,3149
35,47,3226
36,47,3302
37,47,3377
38,47,3451
39,47,3524
40,47,3596
41,47,3667
42,47,3737
43,47,3806
44,47,3874
45,47,3941
46,47,4007
47,47,4072
48,47,4073
49,47,4074
50,47,4075
51,47,4076
52,47,4077
53,47,4078
54,47,4079
55,47,4080
56,47,4081
57,47,4082
58,47,4083
59,47,4084
60,47,4085
61,47,4086
62,47,4087
63,47,4088
64,47,4089
65,47,4090
66,47,4091
67,47,4092
68,47,4093
69,47,4094
70,47,4095
71,47,4096
72,47,4097
73,47,4098
74,47,4099
75,47,4100
76,47,4101
77,47,4102
78,47,4103
79,47,4104
80,47,4105
81,47,4106
82,47,4107
83,47,4108
84,47,4109
85,47,4110
86,47,4111
87,47,4112
88,47,4113
89,47,4114
90,47,4115
91,47,4116
92,47,4117
93,47,4118
94,47,4119
95,47,4120
96,47,4121
97,47,4122
98,47,4123
99,47,4124
100,47,4125
101,47,4126
102,47,4127
103,47,4128
104,47,4129
105,47,4130
106,47,4131
107,47,4132
108,47,4133
109,47,4134
110,47,4135
111,47,4136
1,48,48
2,48,158
3,48,267
4,48,375
5,48,482
6,48,588
7,48,693
8,48,797
9,48,900
10,48,1002
11,48,1103
12,48,1203
13,48,1302
14,48,1400
15,48,1497
16,48,1593
17,48,1688
18,48,1782
19,48,1875
20,48,1967
21,48,2058
22,48,2148
23,48,2237
24,48,2325
25,48,2412
26,48,2498
27,48,2583
28,48,2667
29,48,2750
30,48,2832
31,48,2913
32,48,2993
33,48,3072
34,48,3150
35,48,3227
36,48,3303
37,48,3378
38,48,3452
39,48,3525
40,48,3597
41,48,3668
42,48,3738
43,48,3807
44,48,3875
45,48,3942
46,48,4008
47,48,4073
48,48,4137
49,48,4138
50,48,4139
51,48,4140
52,48,4141
53,48,4142
54,48,4143
55,48,4144
56,48,4145
57,48,4146
58,48,4147
59,48,4148
60,48,4149
61,48,4150
62,48,4151
63,48,4152
64,48,4153
65,48,4154
66,48,4155
67,48,4156
68,48,4157
69,48,4158
70,48,4159
71,48,4160
72,48,4161
73,48,4162
74,48,4163
75,48,4164
76,48,4165
77,48,4166
78,48,4167
79,48,4168
80,48,4169
81,48,4170
82,48,4171
83,48,4172
84,48,4173
85,48,4174
86,48,4175
87,48,4176
88,48,4177
89,48,4178
90,48,4179
91,48,4180
92,48,4181
93,48,4182
94,48,4183
95,48,4184
96,48,4185
97,48,4186
98,48,4187
99,48,4188
100,48,4189
101,48,4190
102,48,4191
103,48,4192
104,48,4193
105,48,4194
106,48,4195
107,48,4196
108,48,4197
109,48,4198
110,48,4199
111,48,4200
1,49,49
2,49,159
3,49,268
4,49,376
5,49,483
6,49,589
7,49,694
8,49,798
9,49,901
10,49,1003
11,49,1104
12,49,1204
13,49,1303
14,49,1401
15,49,1498
16,49,1594
17,49,1689
18,49,1783
19,49,1876
20,49,1968
21,49,2059
22,49,2149
23,49,2238
24,49,2326
25,49,2413
26,49,2499
27,49,2584
28,49,2668
29,49,2751
30,49,2833
31,49,2914
32,49,2994
33,49,3073
34,49,3151
35,49,3228
36,49,3304
37,49,3379
38,49,3453
39,49,3526
40,49,3598
41,49,3669
42,49,3739
43,49,3808
44,49,3876
45,49,3943
46,49,4009
47,49,4074
48,49,4138
49,49,4201
50,49,4202
51,49,4203
52,49,4204
53,49,4205
54,49,4206
55,49,4207
56,49,4208
57,49,4209
58,49,4210
59,49,4211
60,49,4212
61,49,4213
62,49,4214
63,49,4215
64,49,4216
65,49,4217
66,49,4218
67,49,4219
68,49,4220
69,49,4221
70,49,4222
71,49,4223
72,49,4224
73,49,4225
74,49,4226
75,49,4227
76,49,4228
77,49,4229
78,49,4230
79,49,4231
80,49,4232
81,49,4233
82,49,4234
83,49,4235
84,49,4236
85,49,4237
86,49,4238
87,49,4239
88,49,4240
89,49,4241
90,49,4242
91,49,4243
92,49,4244
93,49,4245
94,49,4246
95,49,4247
96,49,4248
97,49,4249
98,49,4250
99,49,4251
100,49,4252
101,49,4253
102,49,4254
103,49,4255
104,49,4256
105,49,4257
106,49,4258
107,49,4259
108,49,4260
109,49,4261
110,49,4262
111,49,4263
1,50,50
2,50,160
3,50,269
4,50,377
5,50,484
6,50,590
7,50,695
8,50,799
9,50,902
10,50,1004
11,50,1105
12,50,1205
13,50,1304
14,50,1402
15,50,1499
16,50,1595
17,50,1690
18,50,1784
19,50,1877
20,50,1969
21,50,2060
22,50,2150
23,50,2239
24,50,2327
25,50,2414
26,50,2500
27,50,2585
28,50,2669
29,50,2752
30,50,2834
31,50,2915
32,50,2995
33,50,3074
34,50,3152
35,50,3229
36,50,3305
37,50,3380
38,50,3454
39,50,3527
40,50,3599
41,50,3670
42,50,3740
43,50,3809
44,50,3877
45,50,3944
46,50,4010
47,50,4075
48,50,4139
49,50,4202
50,50,4264
51,50,4265
52,50,4266
53,50,4267
54,50,4268
55,50,4269
56,50,4270
57,50,4271
58,50,4272
59,50,4273
60,50,4274
61,50,4275
62,50,4276
63,50,4277
64,50,4278
65,50,4279
66,50,4280
67,50,4281
68,50,4282
69,50,4283
70,50,4284
71,50,4285
72,50,4286
73,50,4287
74,50,4288
75,50,4289
76,50,4290
77,50,4291
78,50,4292
79,50,4293
80,50,4294
81,50,4295
82,50,4296
83,50,4297
84,50,4298
85,50,4299
86,50,4300
87,50,4301
88,50,4302
89,50,4303
90,50,4304
91,50,4305
92,50,4306
93,50,4307
94,50,4308
95,50,4309
96,50,4310
97,50,4311
98,50,4312
99,50,4313
100,50,4314
101,50,4315
102,50,4316
103,50,4317
104,50,4318
105,50,4319
106,50,4320
107,50,4321
108,50,4322
109,50,4323
110,50,4324
111,50,4325
1,51,51
2,51,161
3,51,270
4,51,378
5,51,485
6,51,591
7,51,696
8,51,800
9,51,903
10,51,1005
11,51,1106
12,51,1206
13,51,1305
14,51,1403
15,51,1500
16,51,1596
17,51,1691
18,51,1785
19,51,1878
20,51,1970
21,51,2061
22,51,2151
23,51,2240
24,51,2328
25,51,2415
26,51,2501
27,51,2586
28,51,2670
29,51,2753
30,51,2835
31,51,2916
32,51,2996
33,51,3075
34,51,3153
35,51,3230
36,51,3306
37,51,3381
38,51,3455
39,51,3528
40,51,3600
41,51,3671
42,51,3741
43,51,3810
44,51,3878
45,51,3945
46,51,4011
47,51,4076
48,51,4140
49,51,4203
50,51,4265
51,51,4326
52,51,4327
53,51,4328
54,51,4329
55,51,4330
56,51,4331
57,51,4332
58,51,4333
59,51,4334
60,51,4335
61,51,4336
62,51,4337
63,51,4338
64,51,4339
65,51,4340
66,51,4341
67,51,4342
68,51,4343
69,51,4344
70,51,4345
71,51,4346
72,51,4347
73,51,4348
74,51,4349
75,51,4350
76,51,4351
77,51,4352
78,51,4353
79,51,4354
80,51,4355
81,51,4356
82,51,4357
83,51,4358
84,51,4359
85,51,4360
86,51,4361
87,51,4362
88,51,4363
89,51,4364
90,51,4365
91,51,4366
92,51,4367
93,51,4368
94,51,4369
95,51,4370
96,51,4371
97,51,4372
98,51,4373
99,51,4374
100,51,4375
101,51,4376
102,51,4377
103,51,4378
104,51,4379
105,51,4380
106,51,4381
107,51,4382
108,51,4383
109,51,4384
110,51,4385
111,51,4386
1,52,52
2,52,162
3,52,271
4,52,379
5,52,486
6,52,592
7,52,697
8,52,801
9,52,904
10,52,1006
11,52,1107
12,52,1207
13,52,1306
14,52,1404
15,52,1501
16,52,1597
17,52,1692
18,52,1786
19,52,1879
20,52,1971
21,52,2062
22,52,2152
23,52,2241
24,52,2329
25,52,2416
26,52,2502
27,52,2587
28,52,2671
29,52,2754
30,52,2836
31,52,2917
32,52,2997
33,52,3076
34,52,3154
35,52,3231
36,52,3307
37,52,3382
38,52,3456
39,52,3529
40,52,3601
41,52,3672
42,52,3742
43,52,3811
44,52,3879
45,52,3946
46,52,4012
47,52,4077
48,52,4141
49,52,4204
50,52,4266
51,52,4327
52,52,4387
53,52,4388
54,52,4389
55,52,4390
56,52,4391
57,52,4392
58,52,4393
59,52,4394
60,52,4395
61,52,4396
62,52,4397
63,52,4398
64,52,4399
65,52,4400
66,52,4401
67,52,4402
68,52,4403
69,52,4404
70,52,4405
71,52,4406
72,52,4407
73,52,4408
74,52,4409
75,52,4410
76,52,4411
77,52,4412
78,52,4413
79,52,4414
80,52,4415
81,52,4416
82,52,4417
83,52,4418
84,52,4419
85,52,4420
86,52,4421
87,52,4422
88,52,4423
89,52,4424
90,52,4425
91,52,4426
92,52,4427
93,52,4428
94,52,4429
95,52,4430
96,52,4431
97,52,4432
98,52,4433
99,52,4434
100,52,4435
101,52,4436
102,52,4437
103,52,4438
104,52,4439
105,52,4440
106,52,4441
107,52,4442
108,52,4443
109,52,4444
110,52,4445
111,52,4446
1,53,53
2,53,163
3,53,272
4,53,380
5,53,487
6,53,593
7,53,698
8,53,802
9,53,905
10,53,1007
11,53,1108
12,53,1208
13,53,1307
14,53,1405
15,53,1502
16,53,1598
17,53,1693
18,53,1787
19,53,1880
20,53,1972
21,53,2063
22,53,2153
23,53,2242
24,53,2330
25,53,2417
26,53,2503
27,53,2588
28,53,2672
29,53,2755
30,53,2837
31,53,2918
32,53,2998
33,53,3077
34,53,3155
35,53,3232
36,53,3308
37,53,3383
38,53,3457
39,53,3530
40,53,3602
41,53,3673
42,53,3743
43,53,3812
44,53,3880
45,53,3947
46,53,4013
47,53,4078
48,53,4142
49,53,4205
50,53,4267
51,53,4328
52,53,4388
53,53,4447
54,53,4448
55,53,4449
56,53,4450
57,53,4451
58,53,4452
59,53,4453
60,53,4454
61,53,4455
62,53,4456
63,53,4457
64,53,4458
65,53,4459
66,53,4460
67,53,4461
68,53,4462
69,53,4463
70,53,4464
71,53,4465
72,53,4466
73,53,4467
74,53,4468
75,53,4469
76,53,4470
77,53,4471
78,53,4472
79,53,4473
80,53,4474
81,53,4475
82,53,4476
83,53,4477
84,53,4478
85,53,4479
86,53,4480
87,53,4481
88,53,4482
89,53,4483
90,53,4484
91,53,4485
92,53,4486
93,53,4487
94,53,4488
95,53,4489
96,53,4490
97,53,4491
98,53,4492
99,53,4493
100,53,4494
101,53,4495
102,53,4496
103,53,4497
104,53,4498
105,53,4499
106,53,4500
107,53,4501
108,53,4502
109,53,4503
110,53,4504
111,53,4505
1,54,54
2,54,164
3,54,273
4,54,381
5,54,488
6,54,594
7,54,699
8,54,803
9,54,906
10,54,1008
11,54,1109
12,54,1209
13,54,1308
14,54,1406
15,54,1503
16,54,1599
17,54,1694
18,54,1788
19,54,1881
20,54,1973
21,54,2064
22,54,2154
23,54,2243
24,54,2331
25,54,2418
26,54,2504
27,54,2589
28,54,2673
29,54,2756
30,54,2838
31,54,2919
32,54,2999
33,54,3078
34,54,3156
35,54,3233
36,54,3309
37,54,3384
38,54,3458
39,54,3531
40,54,3603
41,54,3674
42,54,3744
43,54,3813
44,54,3881
45,54,3948
46,54,4014
47,54,4079
48,54,4143
49,54,4206
50,54,4268
51,54,4329
52,54,4389
53,54,4448
54,54,4506
55,54,4507
56,54,4508
57,54,4509
58,54,4510
59,54,4511
60,54,4512
61,54,4513
62,54,4514
63,54,4515
64,54,4516
65,54,4517
66,54,4518
67,54,4519
68,54,4520
69,54,4521
70,54,4522
71,54,4523
72,54,4524
73,54,4525
74,54,4526
75,54,4527
76,54,4528
77,54,4529
78,54,4530
79,54,4531
80,54,4532
81,54,4533
82,54,4534
83,54,4535
84,54,4536
85,54,4537
86,54,4538
87,54,4539
88,54,4540
89,54,4541
90,54,4542
91,54,4543
92,54,4544
93,54,4545
94,54,4546
95,54,4547
96,54,4548
97,54,4549
98,54,4550
99,54,4551
100,54,4552
101,54,4553
102,54,4554
103,54,4555
104,54,4556
105,54,4557
106,54,4558
107,54,4559
108,54,4560
109,54,4561
110,54,4562
111,54,4563
1,55,55
2,55,165
3,55,274
4,55,382
5,55,489
6,55,595
7,55,700
8,55,804
9,55,907
10,55,1009
11,55,1110
12,55,1210
13,55,1309
14,55,1407
15,55,1504
16,55,1600
17,55,1695
18,55,1789
19,55,1882
20,55,1974
21,55,2065
22,55,2155
23,55,2244
24,55,2332
25,55,2419
26,55,2505
27,55,2590
28,55,2674
29,55,2757
30,55,2839
31,55,2920
32,55,3000
33,55,3079
34,55,3157
35,55,3234
36,55,3310
37,55,3385
38,55,3459
39,55,3532
40,55,3604
41,55,3675
42,55,3745
43,55,3814
44,55,3882
45,55,3949
46,55,4015
47,55,4080
48,55,4144
49,55,4207
50,55,4269
51,55,4330
52,55,4390
53,55,4449
54,55,4507
55,55,4564
56,55,4565
57,55,4566
58,55,4567
59,55,4568
60,55,4569
61,55,4570
62,55,4571
63,55,4572
64,55,4573
65,55,4574
66,55,4575
67,55,4576
68,55,4577
69,55,4578
70,55,4579
71,55,4580
72,55,4581
73,55,4582
74,55,4583
75,55,4584
76,55,4585
77,55,4586
78,55,4587
79,55,4588
80,55,4589
81,55,4590
82,55,4591
83,55,4592
84,55,4593
85,55,4594
86,55,4595
87,55,4596
88,55,4597
89,55,4598
90,55,4599
91,55,4600
92,55,4601
93,55,4602
94,55,4603
95,55,4604
96,55,4605
97,55,4606
98,55,4607
99,55,4608
100,55,4609
101,55,4610
102,55,4611
103,55,4612
104,55,4613
105,55,4614
106,55,4615
107,55,4616
108,55,4617
109,55,4618
110,55,4619
111,55,4620
1,56,56
2,56,166
3,56,275
4,56,383
5,56,490
6,56,596
7,56,701
8,56,805
9,56,908
10,56,1010
11,56,1111
12,56,1211
13,56,1310
14,56,1408
15,56,1505
16,56,1601
17,56,1696
18,56,1790
19,56,1883
20,56,1975
21,56,2066
22,56,2156
23,56,2245
24,56,2333
25,56,2420
26,56,2506
27,56,2591
28,56,2675
29,56,2758
30,56,2840
31,56,2921
32,56,3001
33,56,3080
34,56,3158
35,56,3235
36,56,3311
37,56,3386
38,56,3460
39,56,3533
40,56,3605
41,56,3676
42,56,3746
43,56,3815
44,56,3883
45,56,3950
46,56,4016
47,56,4081
48,56,4145
49,56,4208
50,56,4270
51,56,4331
52,56,4391
53,56,4450
54,56,4508
55,56,4565
56,56,4621
57,56,4622
58,56,4623
59,56,4624
60,56,4625
61,56,4626
62,56,4627
63,56,4628
64,56,4629
65,56,4630
66,56,4631
67,56,4632
68,56,4633
69,56,4634
70,56,4635
71,56,4636
72,56,4637
73,56,4638
74,56,4639
75,56,4640
76,56,4641
77,56,4642
78,56,4643
79,56,4644
80,56,4645
81,56,4646
82,56,4647
83,56,4648
84,56,4649
85,56,4650
86,56,4651
87,56,4652
88,56,4653
89,56,4654
90,56,4655
