hind1,hind2,hpair_ind
42,20,1961
43,20,1962
44,20,1963
45,20,1964
46,20,1965
47,20,1966
48,20,1967
49,20,1968
50,20,1969
51,20,1970
52,20,1971
53,20,1972
54,20,1973
55,20,1974
56,20,1975
57,20,1976
58,20,1977
59,20,1978
60,20,1979
61,20,1980
62,20,1981
63,20,1982
64,20,1983
65,20,1984
66,20,1985
67,20,1986
68,20,1987
69,20,1988
70,20,1989
71,20,1990
72,20,1991
73,20,1992
74,20,1993
75,20,1994
76,20,1995
77,20,1996
78,20,1997
79,20,1998
80,20,1999
81,20,2000
82,20,2001
83,20,2002
84,20,2003
85,20,2004
86,20,2005
87,20,2006
88,20,2007
89,20,2008
90,20,2009
91,20,2010
92,20,2011
93,20,2012
94,20,2013
95,20,2014
96,20,2015
97,20,2016
98,20,2017
99,20,2018
100,20,2019
101,20,2020
102,20,2021
103,20,2022
104,20,2023
105,20,2024
106,20,2025
107,20,2026
108,20,2027
109,20,2028
110,20,2029
111,20,2030
1,21,21
2,21,131
3,21,240
4,21,348
5,21,455
6,21,561
7,21,666
8,21,770
9,21,873
10,21,975
11,21,1076
12,21,1176
13,21,1275
14,21,1373
15,21,1470
16,21,1566
17,21,1661
18,21,1755
19,21,1848
20,21,1940
21,21,2031
22,21,2032
23,21,2033
24,21,2034
25,21,2035
26,21,2036
27,21,2037
28,21,2038
29,21,2039
30,21,2040
31,21,2041
32,21,2042
33,21,2043
34,21,2044
35,21,2045
36,21,2046
37,21,2047
38,21,2048
39,21,2049
40,21,2050
41,21,2051
42,21,2052
43,21,2053
44,21,2054
45,21,2055
46,21,2056
47,21,2057
48,21,2058
49,21,2059
50,21,2060
51,21,2061
52,21,2062
53,21,2063
54,21,2064
55,21,2065
56,21,2066
57,21,2067
58,21,2068
59,21,2069
60,21,2070
61,21,2071
62,21,2072
63,21,2073
64,21,2074
65,21,2075
66,21,2076
67,21,2077
68,21,2078
69,21,2079
70,21,2080
71,21,2081
72,21,2082
73,21,2083
74,21,2084
75,21,2085
76,21,2086
77,21,2087
78,21,2088
79,21,2089
80,21,2090
81,21,2091
82,21,2092
83,21,2093
84,21,2094
85,21,2095
86,21,2096
87,21,2097
88,21,2098
89,21,2099
90,21,2100
91,21,2101
92,21,2102
93,21,2103
94,21,2104
95,21,2105
96,21,2106
97,21,2107
98,21,2108
99,21,2109
100,21,2110
101,21,2111
102,21,2112
103,21,2113
104,21,2114
105,21,2115
106,21,2116
107,21,2117
108,21,2118
109,21,2119
110,21,2120
111,21,2121
1,22,22
2,22,132
3,22,241
4,22,349
5,22,456
6,22,562
7,22,667
8,22,771
9,22,874
10,22,976
11,22,1077
12,22,1177
13,22,1276
14,22,1374
15,22,1471
16,22,1567
17,22,1662
18,22,1756
19,22,1849
20,22,1941
21,22,2032
22,22,2122
23,22,2123
24,22,2124
25,22,2125
26,22,2126
27,22,2127
28,22,2128
29,22,2129
30,22,2130
31,22,2131
32,22,2132
33,22,2133
34,22,2134
35,22,2135
36,22,2136
37,22,2137
38,22,2138
39,22,2139
40,22,2140
41,22,2141
42,22,2142
43,22,2143
44,22,2144
45,22,2145
46,22,2146
47,22,2147
48,22,2148
49,22,2149
50,22,2150
51,22,2151
52,22,2152
53,22,2153
54,22,2154
55,22,2155
56,22,2156
57,22,2157
58,22,2158
59,22,2159
60,22,2160
61,22,2161
62,22,2162
63,22,2163
64,22,2164
65,22,2165
66,22,2166
67,22,2167
68,22,2168
69,22,2169
70,22,2170
71,22,2171
72,22,2172
73,22,2173
74,22,2174
75,22,2175
76,22,2176
77,22,2177
78,22,2178
79,22,2179
80,22,2180
81,22,2181
82,22,2182
83,22,2183
84,22,2184
85,22,2185
86,22,2186
87,22,2187
88,22,2188
89,22,2189
90,22,2190
91,22,2191
92,22,2192
93,22,2193
94,22,2194
95,22,2195
96,22,2196
97,22,2197
98,22,2198
99,22,2199
100,22,2200
101,22,2201
102,22,2202
103,22,2203
104,22,2204
105,22,2205
106,22,2206
107,22,2207
108,22,2208
109,22,2209
110,22,2210
111,22,2211
1,23,23
2,23,133
3,23,242
4,23,350
5,23,457
6,23,563
7,23,668
8,23,772
9,23,875
10,23,977
11,23,1078
12,23,1178
13,23,1277
14,23,1375
15,23,1472
16,23,1568
17,23,1663
18,23,1757
19,23,1850
20,23,1942
21,23,2033
22,23,2123
23,23,2212
24,23,2213
25,23,2214
26,23,2215
27,23,2216
28,23,2217
29,23,2218
30,23,2219
31,23,2220
32,23,2221
33,23,2222
34,23,2223
35,23,2224
36,23,2225
37,23,2226
38,23,2227
39,23,2228
40,23,2229
41,23,2230
42,23,2231
43,23,2232
44,23,2233
45,23,2234
46,23,2235
47,23,2236
48,23,2237
49,23,2238
50,23,2239
51,23,2240
52,23,2241
53,23,2242
54,23,2243
55,23,2244
56,23,2245
57,23,2246
58,23,2247
59,23,2248
60,23,2249
61,23,2250
62,23,2251
63,23,2252
64,23,2253
65,23,2254
66,23,2255
67,23,2256
68,23,2257
69,23,2258
70,23,2259
71,23,2260
72,23,2261
73,23,2262
74,23,2263
75,23,2264
76,23,2265
77,23,2266
78,23,2267
79,23,2268
80,23,2269
81,23,2270
82,23,2271
83,23,2272
84,23,2273
85,23,2274
86,23,2275
87,23,2276
88,23,2277
89,23,2278
90,23,2279
91,23,2280
92,23,2281
93,23,2282
94,23,2283
95,23,2284
96,23,2285
97,23,2286
98,23,2287
99,23,2288
100,23,2289
101,23,2290
102,23,2291
103,23,2292
104,23,2293
105,23,2294
106,23,2295
107,23,2296
108,23,2297
109,23,2298
110,23,2299
111,23,2300
1,24,24
2,24,134
3,24,243
4,24,351
5,24,458
6,24,564
7,24,669
8,24,773
9,24,876
10,24,978
11,24,1079
12,24,1179
13,24,1278
14,24,1376
15,24,1473
16,24,1569
17,24,1664
18,24,1758
19,24,1851
20,24,1943
21,24,2034
22,24,2124
23,24,2213
24,24,2301
25,24,2302
26,24,2303
27,24,2304
28,24,2305
29,24,2306
30,24,2307
31,24,2308
32,24,2309
33,24,2310
34,24,2311
35,24,2312
36,24,2313
37,24,2314
38,24,2315
39,24,2316
40,24,2317
41,24,2318
42,24,2319
43,24,2320
44,24,2321
45,24,2322
46,24,2323
47,24,2324
48,24,2325
49,24,2326
50,24,2327
51,24,2328
52,24,2329
53,24,2330
54,24,2331
55,24,2332
56,24,2333
57,24,2334
58,24,2335
59,24,2336
60,24,2337
61,24,2338
62,24,2339
63,24,2340
64,24,2341
65,24,2342
66,24,2343
67,24,2344
68,24,2345
69,24,2346
70,24,2347
71,24,2348
72,24,2349
73,24,2350
74,24,2351
75,24,2352
76,24,2353
77,24,2354
78,24,2355
79,24,2356
80,24,2357
81,24,2358
82,24,2359
83,24,2360
84,24,2361
85,24,2362
86,24,2363
87,24,2364
88,24,2365
89,24,2366
90,24,2367
91,24,2368
92,24,2369
93,24,2370
94,24,2371
95,24,2372
96,24,2373
97,24,2374
98,24,2375
99,24,2376
100,24,2377
101,24,2378
102,24,2379
103,24,2380
104,24,2381
105,24,2382
106,24,2383
107,24,2384
108,24,2385
109,24,2386
110,24,2387
111,24,2388
1,25,25
2,25,135
3,25,244
4,25,352
5,25,459
6,25,565
7,25,670
8,25,774
9,25,877
10,25,979
11,25,1080
12,25,1180
13,25,1279
14,25,1377
15,25,1474
16,25,1570
17,25,1665
18,25,1759
19,25,1852
20,25,1944
21,25,2035
22,25,2125
23,25,2214
24,25,2302
25,25,2389
26,25,2390
27,25,2391
28,25,2392
29,25,2393
30,25,2394
31,25,2395
32,25,2396
33,25,2397
34,25,2398
35,25,2399
36,25,2400
37,25,2401
38,25,2402
39,25,2403
40,25,2404
41,25,2405
42,25,2406
43,25,2407
44,25,2408
45,25,2409
46,25,2410
47,25,2411
48,25,2412
49,25,2413
50,25,2414
51,25,2415
52,25,2416
53,25,2417
54,25,2418
55,25,2419
56,25,2420
57,25,2421
58,25,2422
59,25,2423
60,25,2424
61,25,2425
62,25,2426
63,25,2427
64,25,2428
65,25,2429
66,25,2430
67,25,2431
68,25,2432
69,25,2433
70,25,2434
71,25,2435
72,25,2436
73,25,2437
74,25,2438
75,25,2439
76,25,2440
77,25,2441
78,25,2442
79,25,2443
80,25,2444
81,25,2445
82,25,2446
83,25,2447
84,25,2448
85,25,2449
86,25,2450
87,25,2451
88,25,2452
89,25,2453
90,25,2454
91,25,2455
92,25,2456
93,25,2457
94,25,2458
95,25,2459
96,25,2460
97,25,2461
98,25,2462
99,25,2463
100,25,2464
101,25,2465
102,25,2466
103,25,2467
104,25,2468
105,25,2469
106,25,2470
107,25,2471
108,25,2472
109,25,2473
110,25,2474
111,25,2475
1,26,26
2,26,136
3,26,245
4,26,353
5,26,460
6,26,566
7,26,671
8,26,775
9,26,878
10,26,980
11,26,1081
12,26,1181
13,26,1280
14,26,1378
15,26,1475
16,26,1571
17,26,1666
18,26,1760
19,26,1853
20,26,1945
21,26,2036
22,26,2126
23,26,2215
24,26,2303
25,26,2390
26,26,2476
27,26,2477
28,26,2478
29,26,2479
30,26,2480
31,26,2481
32,26,2482
33,26,2483
34,26,2484
35,26,2485
36,26,2486
37,26,2487
38,26,2488
39,26,2489
40,26,2490
41,26,2491
42,26,2492
43,26,2493
44,26,2494
45,26,2495
46,26,2496
47,26,2497
48,26,2498
49,26,2499
50,26,2500
51,26,2501
52,26,2502
53,26,2503
54,26,2504
55,26,2505
56,26,2506
57,26,2507
58,26,2508
59,26,2509
60,26,2510
61,26,2511
62,26,2512
63,26,2513
64,26,2514
65,26,2515
66,26,2516
67,26,2517
68,26,2518
69,26,2519
70,26,2520
71,26,2521
72,26,2522
73,26,2523
74,26,2524
75,26,2525
76,26,2526
77,26,2527
78,26,2528
79,26,2529
80,26,2530
81,26,2531
82,26,2532
83,26,2533
84,26,2534
85,26,2535
86,26,2536
87,26,2537
88,26,2538
89,26,2539
90,26,2540
91,26,2541
92,26,2542
93,26,2543
94,26,2544
95,26,2545
96,26,2546
97,26,2547
98,26,2548
99,26,2549
100,26,2550
101,26,2551
102,26,2552
103,26,2553
104,26,2554
105,26,2555
106,26,2556
107,26,2557
108,26,2558
109,26,2559
110,26,2560
111,26,2561
1,27,27
2,27,137
3,27,246
4,27,354
5,27,461
6,27,567
7,27,672
8,27,776
9,27,879
10,27,981
11,27,1082
12,27,1182
13,27,1281
14,27,1379
15,27,1476
16,27,1572
17,27,1667
18,27,1761
19,27,1854
20,27,1946
21,27,2037
22,27,2127
23,27,2216
24,27,2304
25,27,2391
26,27,2477
27,27,2562
28,27,2563
29,27,2564
30,27,2565
31,27,2566
32,27,2567
33,27,2568
34,27,2569
35,27,2570
36,27,2571
37,27,2572
38,27,2573
39,27,2574
40,27,2575
41,27,2576
42,27,2577
43,27,2578
44,27,2579
45,27,2580
46,27,2581
47,27,2582
48,27,2583
49,27,2584
50,27,2585
51,27,2586
52,27,2587
53,27,2588
54,27,2589
55,27,2590
56,27,2591
57,27,2592
58,27,2593
59,27,2594
60,27,2595
61,27,2596
62,27,2597
63,27,2598
64,27,2599
65,27,2600
66,27,2601
67,27,2602
68,27,2603
69,27,2604
70,27,2605
71,27,2606
72,27,2607
73,27,2608
74,27,2609
75,27,2610
76,27,2611
77,27,2612
78,27,2613
79,27,2614
80,27,2615
81,27,2616
82,27,2617
83,27,2618
84,27,2619
85,27,2620
86,27,2621
87,27,2622
88,27,2623
89,27,2624
90,27,2625
91,27,2626
92,27,2627
93,27,2628
94,27,2629
95,27,2630
96,27,2631
97,27,2632
98,27,2633
99,27,2634
100,27,2635
101,27,2636
102,27,2637
103,27,2638
104,27,2639
105,27,2640
106,27,2641
107,27,2642
108,27,2643
109,27,2644
110,27,2645
111,27,2646
1,28,28
2,28,138
3,28,247
4,28,355
5,28,462
6,28,568
7,28,673
8,28,777
9,28,880
10,28,982
11,28,1083
12,28,1183
13,28,1282
14,28,1380
15,28,1477
16,28,1573
17,28,1668
18,28,1762
19,28,1855
20,28,1947
21,28,2038
22,28,2128
23,28,2217
24,28,2305
25,28,2392
26,28,2478
27,28,2563
28,28,2647
29,28,2648
30,28,2649
31,28,2650
32,28,2651
33,28,2652
34,28,2653
35,28,2654
36,28,2655
37,28,2656
38,28,2657
39,28,2658
40,28,2659
41,28,2660
42,28,2661
43,28,2662
44,28,2663
45,28,2664
46,28,2665
47,28,2666
48,28,2667
49,28,2668
50,28,2669
51,28,2670
52,28,2671
53,28,2672
54,28,2673
55,28,2674
56,28,2675
57,28,2676
58,28,2677
59,28,2678
60,28,2679
61,28,2680
62,28,2681
63,28,2682
64,28,2683
65,28,2684
66,28,2685
67,28,2686
68,28,2687
69,28,2688
70,28,2689
71,28,2690
72,28,2691
73,28,2692
74,28,2693
75,28,2694
76,28,2695
77,28,2696
78,28,2697
79,28,2698
80,28,2699
81,28,2700
82,28,2701
83,28,2702
84,28,2703
85,28,2704
86,28,2705
87,28,2706
88,28,2707
89,28,2708
90,28,2709
91,28,2710
92,28,2711
93,28,2712
94,28,2713
95,28,2714
96,28,2715
97,28,2716
98,28,2717
99,28,2718
100,28,2719
101,28,2720
102,28,2721
103,28,2722
104,28,2723
105,28,2724
106,28,2725
107,28,2726
108,28,2727
109,28,2728
110,28,2729
111,28,2730
1,29,29
2,29,139
3,29,248
4,29,356
5,29,463
6,29,569
7,29,674
8,29,778
9,29,881
10,29,983
11,29,1084
12,29,1184
13,29,1283
14,29,1381
15,29,1478
16,29,1574
17,29,1669
18,29,1763
19,29,1856
20,29,1948
21,29,2039
22,29,2129
23,29,2218
24,29,2306
25,29,2393
26,29,2479
27,29,2564
28,29,2648
29,29,2731
30,29,2732
31,29,2733
32,29,2734
33,29,2735
34,29,2736
35,29,2737
36,29,2738
37,29,2739
38,29,2740
39,29,2741
40,29,2742
41,29,2743
42,29,2744
43,29,2745
44,29,2746
45,29,2747
46,29,2748
47,29,2749
48,29,2750
49,29,2751
50,29,2752
51,29,2753
52,29,2754
53,29,2755
54,29,2756
55,29,2757
56,29,2758
57,29,2759
58,29,2760
59,29,2761
60,29,2762
61,29,2763
62,29,2764
63,29,2765
64,29,2766
65,29,2767
66,29,2768
67,29,2769
68,29,2770
69,29,2771
70,29,2772
71,29,2773
72,29,2774
73,29,2775
74,29,2776
75,29,2777
76,29,2778
77,29,2779
78,29,2780
79,29,2781
80,29,2782
81,29,2783
82,29,2784
83,29,2785
84,29,2786
85,29,2787
86,29,2788
87,29,2789
88,29,2790
89,29,2791
90,29,2792
91,29,2793
92,29,2794
93,29,2795
94,29,2796
95,29,2797
96,29,2798
97,29,2799
98,29,2800
99,29,2801
100,29,2802
101,29,2803
102,29,2804
103,29,2805
104,29,2806
105,29,2807
106,29,2808
107,29,2809
108,29,2810
109,29,2811
110,29,2812
111,29,2813
1,30,30
2,30,140
3,30,249
4,30,357
5,30,464
6,30,570
7,30,675
8,30,779
9,30,882
10,30,984
11,30,1085
12,30,1185
13,30,1284
14,30,1382
15,30,1479
16,30,1575
17,30,1670
18,30,1764
19,30,1857
20,30,1949
21,30,2040
22,30,2130
23,30,2219
24,30,2307
25,30,2394
26,30,2480
27,30,2565
28,30,2649
29,30,2732
30,30,2814
31,30,2815
32,30,2816
33,30,2817
34,30,2818
35,30,2819
36,30,2820
37,30,2821
38,30,2822
39,30,2823
40,30,2824
41,30,2825
42,30,2826
43,30,2827
44,30,2828
45,30,2829
46,30,2830
47,30,2831
48,30,2832
49,30,2833
50,30,2834
51,30,2835
52,30,2836
53,30,2837
54,30,2838
55,30,2839
56,30,2840
57,30,2841
58,30,2842
59,30,2843
60,30,2844
61,30,2845
62,30,2846
63,30,2847
64,30,2848
65,30,2849
66,30,2850
67,30,2851
68,30,2852
69,30,2853
70,30,2854
71,30,2855
72,30,2856
73,30,2857
74,30,2858
75,30,2859
76,30,2860
77,30,2861
78,30,2862
79,30,2863
80,30,2864
81,30,2865
82,30,2866
83,30,2867
84,30,2868
85,30,2869
86,30,2870
87,30,2871
88,30,2872
89,30,2873
90,30,2874
91,30,2875
92,30,2876
93,30,2877
94,30,2878
95,30,2879
96,30,2880
97,30,2881
98,30,2882
99,30,2883
100,30,2884
101,30,2885
102,30,2886
103,30,2887
104,30,2888
105,30,2889
106,30,2890
107,30,2891
108,30,2892
109,30,2893
110,30,2894
111,30,2895
1,31,31
2,31,141
3,31,250
4,31,358
5,31,465
6,31,571
7,31,676
8,31,780
9,31,883
10,31,985
11,31,1086
12,31,1186
13,31,1285
14,31,1383
15,31,1480
16,31,1576
17,31,1671
18,31,1765
19,31,1858
20,31,1950
21,31,2041
22,31,2131
23,31,2220
24,31,2308
25,31,2395
26,31,2481
27,31,2566
28,31,2650
29,31,2733
30,31,2815
31,31,2896
32,31,2897
33,31,2898
34,31,2899
35,31,2900
36,31,2901
37,31,2902
38,31,2903
39,31,2904
40,31,2905
41,31,2906
42,31,2907
43,31,2908
44,31,2909
45,31,2910
46,31,2911
47,31,2912
48,31,2913
49,31,2914
50,31,2915
51,31,2916
52,31,2917
53,31,2918
54,31,2919
55,31,2920
56,31,2921
57,31,2922
58,31,2923
59,31,2924
60,31,2925
61,31,2926
62,31,2927
63,31,2928
64,31,2929
65,31,2930
66,31,2931
67,31,2932
68,31,2933
69,31,2934
70,31,2935
71,31,2936
72,31,2937
73,31,2938
74,31,2939
75,31,2940
76,31,2941
77,31,2942
78,31,2943
79,31,2944
80,31,2945
81,31,2946
82,31,2947
83,31,2948
84,31,2949
85,31,2950
86,31,2951
87,31,2952
88,31,2953
89,31,2954
90,31,2955
91,31,2956
92,31,2957
93,31,2958
94,31,2959
95,31,2960
96,31,2961
97,31,2962
98,31,2963
99,31,2964
100,31,2965
101,31,2966
102,31,2967
103,31,2968
104,31,2969
105,31,2970
106,31,2971
107,31,2972
108,31,2973
109,31,2974
110,31,2975
111,31,2976
1,32,32
2,32,142
3,32,251
4,32,359
5,32,466
6,32,572
7,32,677
8,32,781
9,32,884
10,32,986
11,32,1087
12,32,1187
13,32,1286
14,32,1384
15,32,1481
16,32,1577
17,32,1672
18,32,1766
19,32,1859
20,32,1951
21,32,2042
22,32,2132
23,32,2221
24,32,2309
25,32,2396
26,32,2482
27,32,2567
28,32,2651
29,32,2734
30,32,2816
31,32,2897
32,32,2977
33,32,2978
34,32,2979
35,32,2980
36,32,2981
37,32,2982
38,32,2983
39,32,2984
40,32,2985
41,32,2986
42,32,2987
43,32,2988
44,32,2989
45,32,2990
46,32,2991
47,32,2992
48,32,2993
49,32,2994
50,32,2995
51,32,2996
52,32,2997
53,32,2998
54,32,2999
55,32,3000
56,32,3001
57,32,3002
58,32,3003
59,32,3004
60,32,3005
61,32,3006
62,32,3007
63,32,3008
64,32,3009
65,32,3010
66,32,3011
67,32,3012
68,32,3013
69,32,3014
70,32,3015
71,32,3016
72,32,3017
73,32,3018
74,32,3019
75,32,3020
76,32,3021
77,32,3022
78,32,3023
79,32,3024
80,32,3025
81,32,3026
82,32,3027
83,32,3028
84,32,3029
85,32,3030
86,32,3031
87,32,3032
88,32,3033
89,32,3034
90,32,3035
91,32,3036
92,32,3037
93,32,3038
94,32,3039
95,32,3040
96,32,3041
97,32,3042
98,32,3043
99,32,3044
100,32,3045
101,32,3046
102,32,3047
103,32,3048
104,32,3049
105,32,3050
106,32,3051
107,32,3052
108,32,3053
109,32,3054
110,32,3055
111,32,3056
1,33,33
2,33,143
3,33,252
4,33,360
5,33,467
6,33,573
7,33,678
8,33,782
9,33,885
10,33,987
11,33,1088
12,33,1188
13,33,1287
14,33,1385
15,33,1482
16,33,1578
17,33,1673
18,33,1767
19,33,1860
20,33,1952
21,33,2043
22,33,2133
23,33,2222
24,33,2310
25,33,2397
26,33,2483
27,33,2568
28,33,2652
29,33,2735
30,33,2817
31,33,2898
32,33,2978
33,33,3057
34,33,3058
35,33,3059
36,33,3060
37,33,3061
38,33,3062
39,33,3063
40,33,3064
41,33,3065
42,33,3066
43,33,3067
44,33,3068
45,33,3069
46,33,3070
47,33,3071
48,33,3072
49,33,3073
50,33,3074
51,33,3075
52,33,3076
53,33,3077
54,33,3078
55,33,3079
56,33,3080
57,33,3081
58,33,3082
59,33,3083
60,33,3084
61,33,3085
62,33,3086
63,33,3087
64,33,3088
65,33,3089
66,33,3090
67,33,3091
68,33,3092
69,33,3093
70,33,3094
71,33,3095
72,33,3096
73,33,3097
74,33,3098
75,33,3099
76,33,3100
77,33,3101
78,33,3102
79,33,3103
80,33,3104
81,33,3105
82,33,3106
83,33,3107
84,33,3108
85,33,3109
86,33,3110
87,33,3111
88,33,3112
89,33,3113
90,33,3114
91,33,3115
92,33,3116
93,33,3117
94,33,3118
95,33,3119
96,33,3120
97,33,3121
98,33,3122
99,33,3123
100,33,3124
101,33,3125
102,33,3126
103,33,3127
104,33,3128
105,33,3129
106,33,3130
107,33,3131
108,33,3132
109,33,3133
110,33,3134
111,33,3135
1,34,34
2,34,144
3,34,253
4,34,361
5,34,468
6,34,574
7,34,679
8,34,783
9,34,886
10,34,988
11,34,1089
12,34,1189
13,34,1288
14,34,1386
15,34,1483
16,34,1579
17,34,1674
18,34,1768
19,34,1861
20,34,1953
21,34,2044
22,34,2134
23,34,2223
24,34,2311
25,34,2398
26,34,2484
27,34,2569
28,34,2653
29,34,2736
30,34,2818
31,34,2899
32,34,2979
33,34,3058
34,34,3136
35,34,3137
36,34,3138
37,34,3139
38,34,3140
39,34,3141
40,34,3142
41,34,3143
42,34,3144
43,34,3145
44,34,3146
45,34,3147
46,34,3148
47,34,3149
48,34,3150
49,34,3151
50,34,3152
51,34,3153
52,34,3154
53,34,3155
54,34,3156
55,34,3157
56,34,3158
57,34,3159
58,34,3160
59,34,3161
60,34,3162
61,34,3163
62,34,3164
63,34,3165
64,34,3166
65,34,3167
66,34,3168
67,34,3169
68,34,3170
69,34,3171
70,34,3172
71,34,3173
72,34,3174
73,34,3175
74,34,3176
75,34,3177
76,34,3178
77,34,3179
78,34,3180
79,34,3181
80,34,3182
81,34,3183
82,34,3184
83,34,3185
84,34,3186
85,34,3187
86,34,3188
87,34,3189
88,34,3190
89,34,3191
90,34,3192
91,34,3193
92,34,3194
93,34,3195
94,34,3196
95,34,3197
96,34,3198
97,34,3199
98,34,3200
99,34,3201
100,34,3202
101,34,3203
102,34,3204
103,34,3205
104,34,3206
105,34,3207
106,34,3208
107,34,3209
108,34,3210
109,34,3211
110,34,3212
111,34,3213
1,35,35
2,35,145
3,35,254
4,35,362
5,35,469
6,35,575
7,35,680
8,35,784
9,35,887
10,35,989
11,35,1090
12,35,1190
13,35,1289
14,35,1387
15,35,1484
16,35,1580
17,35,1675
18,35,1769
19,35,1862
20,35,1954
21,35,2045
22,35,2135
23,35,2224
24,35,2312
25,35,2399
26,35,2485
27,35,2570
28,35,2654
29,35,2737
30,35,2819
31,35,2900
32,35,2980
33,35,3059
34,35,3137
35,35,3214
36,35,3215
37,35,3216
38,35,3217
39,35,3218
40,35,3219
41,35,3220
42,35,3221
43,35,3222
44,35,3223
45,35,3224
46,35,3225
47,35,3226
48,35,3227
49,35,3228
50,35,3229
51,35,3230
52,35,3231
53,35,3232
54,35,3233
55,35,3234
56,35,3235
57,35,3236
58,35,3237
59,35,3238
60,35,3239
61,35,3240
62,35,3241
63,35,3242
64,35,3243
65,35,3244
66,35,3245
67,35,3246
68,35,3247
69,35,3248
70,35,3249
71,35,3250
72,35,3251
73,35,3252
74,35,3253
75,35,3254
76,35,3255
77,35,3256
78,35,3257
79,35,3258
80,35,3259
81,35,3260
82,35,3261
83,35,3262
84,35,3263
85,35,3264
86,35,3265
87,35,3266
88,35,3267
89,35,3268
90,35,3269
91,35,3270
92,35,3271
93,35,3272
94,35,3273
95,35,3274
96,35,3275
97,35,3276
98,35,3277
99,35,3278
100,35,3279
101,35,3280
102,35,3281
103,35,3282
104,35,3283
105,35,3284
106,35,3285
107,35,3286
108,35,3287
109,35,3288
110,35,3289
111,35,3290
1,36,36
2,36,146
3,36,255
4,36,363
5,36,470
6,36,576
7,36,681
8,36,785
9,36,888
10,36,990
11,36,1091
12,36,1191
13,36,1290
14,36,1388
15,36,1485
16,36,1581
17,36,1676
18,36,1770
19,36,1863
20,36,1955
21,36,2046
22,36,2136
23,36,2225
24,36,2313
25,36,2400
26,36,2486
27,36,2571
28,36,2655
29,36,2738
30,36,2820
31,36,2901
32,36,2981
33,36,3060
34,36,3138
35,36,3215
36,36,3291
37,36,3292
38,36,3293
39,36,3294
40,36,3295
41,36,3296
42,36,3297
43,36,3298
44,36,3299
45,36,3300
46,36,3301
47,36,3302
48,36,3303
49,36,3304
50,36,3305
51,36,3306
52,36,3307
53,36,3308
54,36,3309
55,36,3310
56,36,3311
57,36,3312
58,36,3313
59,36,3314
60,36,3315
61,36,3316
62,36,3317
63,36,3318
64,36,3319
65,36,3320
66,36,3321
67,36,3322
68,36,3323
69,36,3324
70,36,3325
71,36,3326
72,36,3327
73,36,3328
74,36,3329
75,36,3330
76,36,3331
77,36,3332
78,36,3333
79,36,3334
80,36,3335
81,36,3336
82,36,3337
83,36,3338
84,36,3339
85,36,3340
86,36,3341
87,36,3342
88,36,3343
89,36,3344
90,36,3345
91,36,3346
92,36,3347
93,36,3348
94,36,3349
95,36,3350
96,36,3351
97,36,3352
98,36,3353
99,36,3354
100,36,3355
101,36,3356
102,36,3357
103,36,3358
104,36,3359
105,36,3360
106,36,3361
107,36,3362
108,36,3363
109,36,3364
110,36,3365
111,36,3366
1,37,37
2,37,147
3,37,256
4,37,364
5,37,471
6,37,577
7,37,682
8,37,786
9,37,889
10,37,991
11,37,1092
12,37,1192
13,37,1291
14,37,1389
15,37,1486
16,37,1582
17,37,1677
18,37,1771
19,37,1864
20,37,1956
21,37,2047
22,37,2137
23,37,2226
24,37,2314
25,37,2401
26,37,2487
27,37,2572
28,37,2656
29,37,2739
30,37,2821
31,37,2902
32,37,2982
33,37,3061
34,37,3139
35,37,3216
36,37,3292
37,37,3367
38,37,3368
39,37,3369
40,37,3370
41,37,3371
42,37,3372
43,37,3373
44,37,3374
45,37,3375
46,37,3376
47,37,3377
48,37,3378
49,37,3379
50,37,3380
51,37,3381
52,37,3382
53,37,3383
54,37,3384
55,37,3385
56,37,3386
57,37,3387
58,37,3388
59,37,3389
60,37,3390
61,37,3391
62,37,3392
63,37,3393
64,37,3394
65,37,3395
66,37,3396
67,37,3397
68,37,3398
69,37,3399
70,37,3400
71,37,3401
72,37,3402
73,37,3403
74,37,3404
75,37,3405
76,37,3406
77,37,3407
78,37,3408
79,37,3409
80,37,3410
81,37,3411
82,37,3412
83,37,3413
84,37,3414
85,37,3415
86,37,3416
87,37,3417
88,37,3418
89,37,3419
90,37,3420
91,37,3421
92,37,3422
93,37,3423
94,37,3424
95,37,3425
96,37,3426
97,37,3427
98,37,3428
99,37,3429
100,37,3430
101,37,3431
102,37,3432
103,37,3433
104,37,3434
105,37,3435
106,37,3436
107,37,3437
108,37,3438
109,37,3439
110,37,3440
111,37,3441
1,38,38
2,38,148
3,38,257
4,38,365
5,38,472
6,38,578
7,38,683
8,38,787
9,38,890
10,38,992
11,38,1093
12,38,1193
13,38,1292
14,38,1390
15,38,1487
16,38,1583
17,38,1678
18,38,1772
19,38,1865
20,38,1957
21,38,2048
22,38,2138
23,38,2227
24,38,2315
25,38,2402
26,38,2488
27,38,2573
28,38,2657
29,38,2740
30,38,2822
31,38,2903
32,38,2983
33,38,3062
34,38,3140
35,38,3217
36,38,3293
37,38,3368
38,38,3442
39,38,3443
40,38,3444
41,38,3445
42,38,3446
43,38,3447
44,38,3448
45,38,3449
46,38,3450
47,38,3451
48,38,3452
49,38,3453
50,38,3454
51,38,3455
52,38,3456
53,38,3457
54,38,3458
55,38,3459
56,38,3460
57,38,3461
58,38,3462
59,38,3463
60,38,3464
61,38,3465
62,38,3466
63,38,3467
64,38,3468
65,38,3469
66,38,3470
